(10,)
_________________________________________________________________
Layer (type)                 Output Shape              Param #   
=================================================================
flatten_1 (Flatten)          (None, 10)                0         
_________________________________________________________________
dense_1 (Dense)              (None, 512)               5632      
_________________________________________________________________
activation_1 (Activation)    (None, 512)               0         
_________________________________________________________________
dense_2 (Dense)              (None, 512)               262656    
_________________________________________________________________
activation_2 (Activation)    (None, 512)               0         
_________________________________________________________________
dense_3 (Dense)              (None, 5)                 2565      
_________________________________________________________________
activation_3 (Activation)    (None, 5)                 0         
=================================================================
Total params: 270,853
Trainable params: 270,853
Non-trainable params: 0
_________________________________________________________________
None
load model
Training for 500000 steps ...
[F[K     39/500000: episode: 1, duration: 0.562s, episode steps: 39, steps per second: 69, episode reward: 39.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.154 [0.000, 4.000], mean observation: 0.498 [0.470, 0.510], loss: 0.880180, mean_absolute_error: 82.667548, mean_q: 104.039556
[F[K   5032/500000: episode: 91, duration: 0.754s, episode steps: 61, steps per second: 81, episode reward: 61.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.836 [0.000, 4.000], mean observation: 0.486 [0.390, 0.520], loss: 17.997988, mean_absolute_error: 49.748478, mean_q: 63.977673
[F[K   5068/500000: episode: 92, duration: 0.475s, episode steps: 36, steps per second: 76, episode reward: 36.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.111 [0.000, 3.000], mean observation: 0.523 [0.470, 0.650], loss: 17.729296, mean_absolute_error: 49.393639, mean_q: 63.451828
[F[K   5139/500000: episode: 93, duration: 0.867s, episode steps: 71, steps per second: 82, episode reward: 71.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.493 [0.000, 4.000], mean observation: 0.502 [0.460, 0.550], loss: 18.129135, mean_absolute_error: 49.795673, mean_q: 63.850800
[F[K   5200/500000: episode: 94, duration: 0.771s, episode steps: 61, steps per second: 79, episode reward: 61.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.082 [0.000, 4.000], mean observation: 0.479 [0.370, 0.520], loss: 17.366663, mean_absolute_error: 49.735954, mean_q: 63.511211
[F[K   5238/500000: episode: 95, duration: 0.493s, episode steps: 38, steps per second: 77, episode reward: 38.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.395 [0.000, 3.000], mean observation: 0.519 [0.470, 0.630], loss: 17.007683, mean_absolute_error: 50.110645, mean_q: 64.393570
[F[K   5297/500000: episode: 96, duration: 0.794s, episode steps: 59, steps per second: 74, episode reward: 59.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.441 [0.000, 4.000], mean observation: 0.498 [0.430, 0.560], loss: 19.339018, mean_absolute_error: 50.153770, mean_q: 63.975872
[F[K   5360/500000: episode: 97, duration: 0.760s, episode steps: 63, steps per second: 83, episode reward: 63.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.746 [0.000, 4.000], mean observation: 0.523 [0.470, 0.620], loss: 18.370356, mean_absolute_error: 48.212639, mean_q: 61.649700
[F[K   5407/500000: episode: 98, duration: 0.568s, episode steps: 47, steps per second: 83, episode reward: 47.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.021 [0.000, 4.000], mean observation: 0.516 [0.470, 0.600], loss: 19.310734, mean_absolute_error: 47.648125, mean_q: 61.037552
[F[K   5481/500000: episode: 99, duration: 0.971s, episode steps: 74, steps per second: 76, episode reward: 74.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.595 [0.000, 4.000], mean observation: 0.512 [0.470, 0.600], loss: 14.887790, mean_absolute_error: 48.503429, mean_q: 62.392235
[F[K   5540/500000: episode: 100, duration: 0.746s, episode steps: 59, steps per second: 79, episode reward: 59.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.254 [0.000, 4.000], mean observation: 0.497 [0.470, 0.520], loss: 17.541403, mean_absolute_error: 47.956970, mean_q: 61.562508
[F[K   5596/500000: episode: 101, duration: 0.706s, episode steps: 56, steps per second: 79, episode reward: 56.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.089 [0.000, 4.000], mean observation: 0.514 [0.470, 0.580], loss: 17.460556, mean_absolute_error: 47.818245, mean_q: 61.282558
[F[K   5625/500000: episode: 102, duration: 0.386s, episode steps: 29, steps per second: 75, episode reward: 29.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.379 [0.000, 4.000], mean observation: 0.517 [0.470, 0.650], loss: 16.851357, mean_absolute_error: 47.591797, mean_q: 60.982719
[F[K   5761/500000: episode: 103, duration: 1.645s, episode steps: 136, steps per second: 83, episode reward: 136.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.257 [0.000, 4.000], mean observation: 0.491 [0.330, 0.560], loss: 15.999167, mean_absolute_error: 47.543663, mean_q: 61.082153
[F[K   5819/500000: episode: 104, duration: 0.741s, episode steps: 58, steps per second: 78, episode reward: 58.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.724 [0.000, 4.000], mean observation: 0.495 [0.420, 0.530], loss: 15.983768, mean_absolute_error: 47.596813, mean_q: 61.019085
[F[K   5916/500000: episode: 105, duration: 1.237s, episode steps: 97, steps per second: 78, episode reward: 97.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.979 [0.000, 4.000], mean observation: 0.486 [0.380, 0.530], loss: 15.556629, mean_absolute_error: 47.145679, mean_q: 60.706306
[F[K   5968/500000: episode: 106, duration: 0.701s, episode steps: 52, steps per second: 74, episode reward: 52.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.231 [0.000, 4.000], mean observation: 0.514 [0.470, 0.620], loss: 17.177650, mean_absolute_error: 46.893856, mean_q: 60.169617
[F[K   6039/500000: episode: 107, duration: 0.966s, episode steps: 71, steps per second: 73, episode reward: 71.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.380 [0.000, 4.000], mean observation: 0.501 [0.420, 0.570], loss: 13.920614, mean_absolute_error: 47.507843, mean_q: 61.245804
[F[K   6101/500000: episode: 108, duration: 0.875s, episode steps: 62, steps per second: 71, episode reward: 62.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.919 [0.000, 4.000], mean observation: 0.492 [0.430, 0.520], loss: 16.846048, mean_absolute_error: 46.728252, mean_q: 59.969116
[F[K   6155/500000: episode: 109, duration: 0.792s, episode steps: 54, steps per second: 68, episode reward: 54.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.611 [0.000, 4.000], mean observation: 0.500 [0.400, 0.630], loss: 17.921068, mean_absolute_error: 46.537067, mean_q: 59.766556
[F[K   6216/500000: episode: 110, duration: 0.877s, episode steps: 61, steps per second: 70, episode reward: 61.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.246 [0.000, 4.000], mean observation: 0.504 [0.450, 0.600], loss: 14.490175, mean_absolute_error: 46.608723, mean_q: 59.924973
[F[K   6273/500000: episode: 111, duration: 0.798s, episode steps: 57, steps per second: 71, episode reward: 57.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.211 [0.000, 4.000], mean observation: 0.490 [0.420, 0.520], loss: 15.756515, mean_absolute_error: 47.217968, mean_q: 60.467010
[F[K   6320/500000: episode: 112, duration: 0.691s, episode steps: 47, steps per second: 68, episode reward: 47.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.191 [0.000, 4.000], mean observation: 0.475 [0.360, 0.530], loss: 15.078183, mean_absolute_error: 46.765514, mean_q: 60.131130
[F[K   6371/500000: episode: 113, duration: 0.765s, episode steps: 51, steps per second: 67, episode reward: 51.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.431 [0.000, 4.000], mean observation: 0.509 [0.460, 0.630], loss: 16.414736, mean_absolute_error: 45.348045, mean_q: 58.490719
[F[K   6420/500000: episode: 114, duration: 0.680s, episode steps: 49, steps per second: 72, episode reward: 49.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.286 [0.000, 4.000], mean observation: 0.519 [0.470, 0.610], loss: 16.159193, mean_absolute_error: 45.885242, mean_q: 59.107841
[F[K   6496/500000: episode: 115, duration: 1.143s, episode steps: 76, steps per second: 67, episode reward: 76.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.645 [0.000, 4.000], mean observation: 0.513 [0.470, 0.610], loss: 13.104489, mean_absolute_error: 46.156464, mean_q: 59.355564
[F[K   6543/500000: episode: 116, duration: 0.632s, episode steps: 47, steps per second: 74, episode reward: 47.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.043 [0.000, 4.000], mean observation: 0.515 [0.470, 0.640], loss: 16.720766, mean_absolute_error: 45.821629, mean_q: 58.800247
[F[K   6599/500000: episode: 117, duration: 0.795s, episode steps: 56, steps per second: 70, episode reward: 56.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.661 [0.000, 4.000], mean observation: 0.518 [0.470, 0.630], loss: 15.032510, mean_absolute_error: 45.634487, mean_q: 58.902813
[F[K   6658/500000: episode: 118, duration: 0.809s, episode steps: 59, steps per second: 73, episode reward: 59.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.966 [0.000, 4.000], mean observation: 0.509 [0.470, 0.570], loss: 16.025370, mean_absolute_error: 45.482559, mean_q: 58.687859
[F[K   6705/500000: episode: 119, duration: 0.693s, episode steps: 47, steps per second: 68, episode reward: 47.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.660 [0.000, 3.000], mean observation: 0.498 [0.370, 0.620], loss: 16.849648, mean_absolute_error: 44.277153, mean_q: 56.875973
[F[K   6743/500000: episode: 120, duration: 0.547s, episode steps: 38, steps per second: 70, episode reward: 38.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.184 [0.000, 3.000], mean observation: 0.499 [0.360, 0.640], loss: 12.672407, mean_absolute_error: 45.228832, mean_q: 58.215565
[F[K   6804/500000: episode: 121, duration: 0.875s, episode steps: 61, steps per second: 70, episode reward: 61.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.213 [0.000, 4.000], mean observation: 0.489 [0.420, 0.520], loss: 16.143688, mean_absolute_error: 44.310440, mean_q: 56.945381
[F[K   6846/500000: episode: 122, duration: 0.689s, episode steps: 42, steps per second: 61, episode reward: 42.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.619 [0.000, 4.000], mean observation: 0.512 [0.470, 0.650], loss: 14.472287, mean_absolute_error: 44.609497, mean_q: 57.393024
[F[K   6909/500000: episode: 123, duration: 0.927s, episode steps: 63, steps per second: 68, episode reward: 63.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.651 [0.000, 4.000], mean observation: 0.512 [0.470, 0.620], loss: 15.698507, mean_absolute_error: 43.845039, mean_q: 56.242218
[F[K   6946/500000: episode: 124, duration: 0.637s, episode steps: 37, steps per second: 58, episode reward: 37.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.243 [0.000, 4.000], mean observation: 0.520 [0.470, 0.630], loss: 15.895395, mean_absolute_error: 44.005009, mean_q: 56.397449
[F[K   7001/500000: episode: 125, duration: 0.812s, episode steps: 55, steps per second: 68, episode reward: 55.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.545 [0.000, 4.000], mean observation: 0.498 [0.390, 0.610], loss: 14.734184, mean_absolute_error: 43.323215, mean_q: 55.875237
[F[K   7097/500000: episode: 126, duration: 1.428s, episode steps: 96, steps per second: 67, episode reward: 96.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.510 [0.000, 4.000], mean observation: 0.487 [0.380, 0.510], loss: 14.889531, mean_absolute_error: 43.278393, mean_q: 55.783497
[F[K   7147/500000: episode: 127, duration: 0.796s, episode steps: 50, steps per second: 63, episode reward: 50.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.100 [0.000, 4.000], mean observation: 0.505 [0.400, 0.650], loss: 11.796588, mean_absolute_error: 42.061073, mean_q: 54.356293
[F[K   7203/500000: episode: 128, duration: 0.914s, episode steps: 56, steps per second: 61, episode reward: 56.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.179 [0.000, 4.000], mean observation: 0.503 [0.410, 0.630], loss: 14.019052, mean_absolute_error: 45.163967, mean_q: 58.062199
[F[K   7259/500000: episode: 129, duration: 0.949s, episode steps: 56, steps per second: 59, episode reward: 56.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.286 [0.000, 4.000], mean observation: 0.503 [0.410, 0.630], loss: 15.817263, mean_absolute_error: 44.257587, mean_q: 56.863247
[F[K   7324/500000: episode: 130, duration: 0.995s, episode steps: 65, steps per second: 65, episode reward: 65.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.708 [0.000, 4.000], mean observation: 0.498 [0.470, 0.520], loss: 13.243170, mean_absolute_error: 42.795040, mean_q: 55.180386
[F[K   7394/500000: episode: 131, duration: 1.198s, episode steps: 70, steps per second: 58, episode reward: 70.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.943 [0.000, 4.000], mean observation: 0.496 [0.470, 0.520], loss: 14.220540, mean_absolute_error: 42.609558, mean_q: 54.975800
[F[K   7448/500000: episode: 132, duration: 0.852s, episode steps: 54, steps per second: 63, episode reward: 54.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.259 [0.000, 4.000], mean observation: 0.505 [0.470, 0.570], loss: 12.715763, mean_absolute_error: 42.393658, mean_q: 54.710285
[F[K   7520/500000: episode: 133, duration: 1.252s, episode steps: 72, steps per second: 58, episode reward: 72.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.778 [0.000, 4.000], mean observation: 0.508 [0.470, 0.560], loss: 14.485814, mean_absolute_error: 42.236393, mean_q: 54.559937
[F[K   7578/500000: episode: 134, duration: 0.825s, episode steps: 58, steps per second: 70, episode reward: 58.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.172 [0.000, 4.000], mean observation: 0.493 [0.470, 0.520], loss: 14.713013, mean_absolute_error: 41.967583, mean_q: 54.138561
[F[K   7618/500000: episode: 135, duration: 0.622s, episode steps: 40, steps per second: 64, episode reward: 40.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.725 [0.000, 4.000], mean observation: 0.507 [0.450, 0.630], loss: 16.351955, mean_absolute_error: 41.581627, mean_q: 53.459923
[F[K   7657/500000: episode: 136, duration: 0.622s, episode steps: 39, steps per second: 63, episode reward: 39.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.154 [0.000, 4.000], mean observation: 0.500 [0.350, 0.640], loss: 13.353435, mean_absolute_error: 42.325745, mean_q: 54.550056
[F[K   7695/500000: episode: 137, duration: 0.621s, episode steps: 38, steps per second: 61, episode reward: 38.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.184 [0.000, 2.000], mean observation: 0.516 [0.470, 0.640], loss: 14.589746, mean_absolute_error: 42.151196, mean_q: 54.491833
[F[K   7754/500000: episode: 138, duration: 0.898s, episode steps: 59, steps per second: 66, episode reward: 59.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.000 [0.000, 4.000], mean observation: 0.495 [0.430, 0.520], loss: 12.834871, mean_absolute_error: 42.062634, mean_q: 54.230473
[F[K   7807/500000: episode: 139, duration: 0.863s, episode steps: 53, steps per second: 61, episode reward: 53.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.057 [0.000, 4.000], mean observation: 0.497 [0.400, 0.540], loss: 12.124468, mean_absolute_error: 41.147320, mean_q: 53.117462
[F[K   7857/500000: episode: 140, duration: 0.752s, episode steps: 50, steps per second: 66, episode reward: 50.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.500 [0.000, 4.000], mean observation: 0.511 [0.470, 0.570], loss: 13.989605, mean_absolute_error: 42.148781, mean_q: 54.355991
[F[K   7912/500000: episode: 141, duration: 0.618s, episode steps: 55, steps per second: 89, episode reward: 55.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.345 [0.000, 4.000], mean observation: 0.493 [0.390, 0.550], loss: 15.751687, mean_absolute_error: 41.363499, mean_q: 53.289715
[F[K   7985/500000: episode: 142, duration: 0.990s, episode steps: 73, steps per second: 74, episode reward: 73.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.397 [0.000, 4.000], mean observation: 0.481 [0.380, 0.520], loss: 13.234107, mean_absolute_error: 41.125637, mean_q: 53.277306
[F[K   8041/500000: episode: 143, duration: 0.736s, episode steps: 56, steps per second: 76, episode reward: 56.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.982 [0.000, 4.000], mean observation: 0.485 [0.420, 0.520], loss: 13.261067, mean_absolute_error: 40.337166, mean_q: 52.043194
[F[K   8187/500000: episode: 144, duration: 1.885s, episode steps: 146, steps per second: 77, episode reward: 146.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.479 [0.000, 4.000], mean observation: 0.485 [0.380, 0.530], loss: 13.549891, mean_absolute_error: 40.780521, mean_q: 52.670311
[F[K   8235/500000: episode: 145, duration: 0.603s, episode steps: 48, steps per second: 80, episode reward: 48.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.125 [0.000, 4.000], mean observation: 0.487 [0.390, 0.520], loss: 12.361000, mean_absolute_error: 40.979416, mean_q: 52.866318
[F[K   8298/500000: episode: 146, duration: 0.800s, episode steps: 63, steps per second: 79, episode reward: 63.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.476 [0.000, 4.000], mean observation: 0.486 [0.420, 0.520], loss: 11.518714, mean_absolute_error: 41.330818, mean_q: 53.419693
[F[K   8341/500000: episode: 147, duration: 0.527s, episode steps: 43, steps per second: 82, episode reward: 43.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.372 [0.000, 4.000], mean observation: 0.490 [0.350, 0.530], loss: 13.502322, mean_absolute_error: 41.384083, mean_q: 53.515987
[F[K   8394/500000: episode: 148, duration: 0.718s, episode steps: 53, steps per second: 74, episode reward: 53.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.943 [0.000, 4.000], mean observation: 0.495 [0.400, 0.550], loss: 11.789667, mean_absolute_error: 41.668629, mean_q: 54.132671
[F[K   8435/500000: episode: 149, duration: 0.565s, episode steps: 41, steps per second: 73, episode reward: 41.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.341 [0.000, 3.000], mean observation: 0.509 [0.470, 0.640], loss: 13.261186, mean_absolute_error: 40.431702, mean_q: 52.482845
[F[K   8491/500000: episode: 150, duration: 0.787s, episode steps: 56, steps per second: 71, episode reward: 56.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.857 [0.000, 4.000], mean observation: 0.496 [0.440, 0.530], loss: 13.029406, mean_absolute_error: 40.790871, mean_q: 52.671669
[F[K   8549/500000: episode: 151, duration: 0.769s, episode steps: 58, steps per second: 75, episode reward: 58.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.552 [0.000, 4.000], mean observation: 0.494 [0.450, 0.520], loss: 14.655252, mean_absolute_error: 40.194126, mean_q: 52.134205
[F[K   8618/500000: episode: 152, duration: 0.817s, episode steps: 69, steps per second: 84, episode reward: 69.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.623 [0.000, 4.000], mean observation: 0.506 [0.470, 0.590], loss: 13.125241, mean_absolute_error: 40.430542, mean_q: 52.359287
[F[K   8678/500000: episode: 153, duration: 0.826s, episode steps: 60, steps per second: 73, episode reward: 60.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.250 [0.000, 4.000], mean observation: 0.514 [0.470, 0.590], loss: 13.514112, mean_absolute_error: 40.287640, mean_q: 52.017727
